Time,Total active power,Schedule,Space Temperature T1,Space Temperature T2,Av. Space Temperature,Supply Temperature,Empty trial schedule,Shut off schedule
2016-08-04 04:00:00,0.2,0,24.4,21.9,23.15,18.7,0,0
2016-08-04 04:15:00,0.1,0,24.4,21.9,23.15,18.6,0,0
2016-08-04 04:30:00,0.1,0,24.3,21.8,23.05,18.6,0,0
2016-08-04 04:45:00,0.2,0,24.3,21.8,23.05,18.6,0,0
2016-08-04 05:00:00,0.1,0,24.3,21.8,23.05,18.5,0,0
2016-08-04 05:15:00,0.1,0,24.3,21.8,23.05,18.6,0,0
2016-08-04 05:30:00,0.2,0,24.3,21.7,23.0,18.5,0,0
2016-08-04 05:45:00,0.1,0,24.3,21.7,23.0,18.5,0,0
2016-08-04 06:00:00,0.2,0,24.2,21.7,22.95,18.5,0,0
2016-08-04 06:15:00,0.2,0,24.2,21.7,22.95,18.4,0,0
2016-08-04 06:30:00,0.2,0,24.2,21.7,22.95,18.4,0,0
2016-08-04 06:45:00,0.2,0,24.2,21.7,22.95,18.5,0,0
2016-08-04 07:00:00,0.2,0,24.1,21.6,22.85,18.5,0,0
2016-08-04 07:15:00,0.2,0,24.1,21.6,22.85,18.5,0,0
2016-08-04 07:30:00,0.2,0,24.1,21.6,22.85,18.6,0,0
2016-08-04 07:45:00,6.7,1,24.1,21.6,22.85,17.6,0,0
2016-08-04 08:00:00,16.9,1,24.0,21.5,22.75,17.7,0,0
2016-08-04 08:15:00,16.5,1,23.9,21.4,22.65,17.9,0,0
2016-08-04 08:30:00,16.5,1,24.0,21.5,22.75,18.3,0,0
2016-08-04 08:45:00,17.3,1,24.2,21.7,22.95,18.3,0,0
2016-08-04 09:00:00,16.5,1,24.3,21.8,23.05,18.7,0,0
2016-08-04 09:15:00,16.7,1,24.4,21.9,23.15,18.4,0,0
2016-08-04 09:30:00,16.5,1,24.5,22.0,23.25,18.8,0,0
2016-08-04 09:45:00,17.2,1,24.5,22.1,23.3,18.9,0,0
2016-08-04 10:00:00,0.1,1,24.6,22.2,23.4,19.5,0,0
2016-08-04 10:15:00,0.0,1,24.8,22.4,23.6,20.1,0,0
2016-08-04 10:30:00,16.7,1,25.0,22.6,23.8,21.2,0,0
2016-08-04 10:45:00,29.4,1,25.0,22.4,23.7,16.9,0,0
2016-08-04 11:00:00,6.4,1,24.8,22.3,23.55,20.6,0,0
2016-08-04 11:15:00,6.3,1,25.0,22.4,23.7,20.9,0,0
2016-08-04 11:30:00,29.7,1,25.0,22.4,23.7,16.9,0,0
2016-08-04 11:45:00,6.9,1,24.9,22.3,23.6,20.8,0,0
2016-08-04 12:00:00,30.0,1,25.1,22.5,23.8,17.3,0,0
2016-08-04 12:15:00,29.7,1,25.0,22.4,23.7,19.3,0,0
2016-08-04 12:30:00,6.5,1,25.0,22.3,23.65,20.9,0,0
2016-08-04 12:45:00,29.7,1,25.1,22.4,23.75,17.2,0,0
2016-08-04 13:00:00,6.4,1,24.9,22.3,23.6,20.8,0,0
2016-08-04 13:15:00,29.9,1,25.1,22.4,23.75,17.5,0,0
2016-08-04 13:30:00,29.9,1,25.0,22.3,23.65,17.1,0,0
2016-08-04 13:45:00,6.8,1,25.0,22.4,23.7,21.2,0,0
2016-08-04 14:00:00,30.1,1,25.1,22.4,23.75,17.5,0,0
2016-08-04 14:15:00,29.8,1,25.0,22.4,23.7,17.2,0,0
2016-08-04 14:30:00,6.4,1,24.9,22.3,23.6,20.8,0,0
2016-08-04 14:45:00,30.0,1,25.1,22.4,23.75,17.2,0,0
2016-08-04 15:00:00,29.9,1,25.0,22.3,23.65,17.1,0,0
2016-08-04 15:15:00,6.6,1,25.0,22.4,23.7,20.9,0,0
2016-08-04 15:30:00,29.8,1,25.1,22.4,23.75,17.2,0,0
2016-08-04 15:45:00,6.5,1,24.9,22.2,23.55,20.2,0,0
2016-08-04 16:00:00,6.4,1,25.1,22.4,23.75,21.1,0,0
2016-08-04 16:15:00,30.1,1,25.2,22.5,23.85,17.4,0,0
2016-08-04 16:30:00,6.3,1,24.9,22.3,23.6,20.6,0,0
2016-08-04 16:45:00,7.0,1,25.1,22.4,23.75,19.4,0,0
2016-08-04 17:00:00,0.1,1,25.3,22.6,23.95,20.4,0,1
2016-08-04 17:15:00,0.1,1,25.4,22.7,24.05,21.2,0,1
2016-08-04 17:30:00,0.1,1,25.5,22.8,24.15,22.0,0,1
2016-08-04 17:45:00,0.0,1,25.5,22.8,24.15,22.5,0,1
2016-08-04 18:00:00,0.1,1,25.6,22.9,24.25,22.9,0,1
2016-08-04 18:15:00,0.0,1,25.6,22.9,24.25,23.3,0,1
2016-08-04 18:30:00,0.0,1,25.6,22.9,24.25,23.4,0,1
2016-08-04 18:45:00,0.1,1,25.6,22.9,24.25,23.4,0,1
2016-08-04 19:00:00,0.0,1,25.6,22.9,24.25,23.4,0,1
2016-08-04 19:15:00,16.0,1,25.6,22.9,24.25,22.0,0,0
2016-08-04 19:30:00,29.9,1,25.4,22.8,24.1,17.3,0,0
2016-08-04 19:45:00,29.7,1,25.0,22.5,23.75,17.0,0,0
2016-08-04 20:00:00,6.5,1,24.8,22.4,23.6,20.3,0,0
2016-08-04 20:15:00,6.4,1,25.0,22.4,23.7,18.4,0,0
2016-08-04 20:30:00,29.8,1,25.0,22.4,23.7,16.8,0,0
2016-08-04 20:45:00,6.4,1,24.8,22.3,23.55,20.3,0,0
2016-08-04 21:00:00,7.3,1,25.0,22.5,23.75,18.1,0,0
2016-08-04 21:15:00,29.5,1,25.0,22.4,23.7,16.6,0,0
2016-08-04 21:30:00,6.9,1,24.9,22.3,23.6,20.5,0,0
2016-08-04 21:45:00,0.0,0,25.0,22.5,23.75,20.5,0,0
2016-08-04 22:00:00,0.0,0,25.2,22.6,23.9,20.4,0,0
2016-08-04 22:15:00,0.0,0,25.2,22.6,23.9,20.4,0,0
2016-08-04 22:30:00,0.1,0,25.1,22.6,23.85,20.3,0,0
2016-08-04 22:45:00,0.0,0,24.9,22.5,23.7,20.3,0,0
2016-08-04 23:00:00,0.1,0,24.9,22.4,23.65,20.2,0,0
2016-08-04 23:15:00,0.1,0,24.8,22.4,23.6,20.1,0,0
2016-08-04 23:30:00,0.1,0,24.8,22.3,23.55,20.0,0,0
2016-08-04 23:45:00,0.1,0,24.8,22.3,23.55,19.8,0,0
2016-08-05 00:00:00,0.2,0,24.8,22.2,23.5,19.7,0,0
2016-08-05 00:15:00,0.2,0,24.7,22.2,23.45,19.6,0,0
2016-08-05 00:30:00,0.2,0,24.7,22.1,23.4,19.5,0,0
2016-08-05 00:45:00,0.2,0,24.6,22.1,23.35,19.4,0,0
2016-08-05 01:00:00,0.2,0,24.6,22.0,23.3,19.3,0,0
2016-08-05 01:15:00,0.1,0,24.6,22.0,23.3,19.2,0,0
2016-08-05 01:30:00,0.2,0,24.5,22.0,23.25,19.1,0,0
2016-08-05 01:45:00,0.1,0,24.5,21.9,23.2,19.1,0,0
2016-08-05 02:00:00,0.2,0,24.5,21.9,23.2,19.0,0,0
2016-08-05 02:15:00,0.2,0,24.4,21.9,23.15,18.9,0,0
2016-08-05 02:30:00,0.2,0,24.4,21.8,23.1,18.8,0,0
2016-08-05 02:45:00,0.1,0,24.4,21.8,23.1,18.8,0,0
2016-08-05 03:00:00,0.2,0,24.3,21.8,23.05,18.7,0,0
2016-08-05 03:15:00,0.1,0,24.3,21.7,23.0,18.6,0,0
2016-08-05 03:30:00,0.2,0,24.3,21.7,23.0,18.6,0,0
2016-08-05 03:45:00,0.2,0,24.3,21.7,23.0,18.5,0,0
2016-08-05 04:00:00,0.2,0,24.2,21.7,22.95,18.5,0,0
2016-08-05 04:15:00,0.1,0,24.2,21.7,22.95,18.5,0,0
2016-08-05 04:30:00,0.2,0,24.2,21.6,22.9,18.4,0,0
2016-08-05 04:45:00,0.2,0,24.2,21.6,22.9,18.4,0,0
2016-08-05 05:00:00,0.1,0,24.2,21.6,22.9,18.4,0,0
2016-08-05 05:15:00,0.1,0,24.1,21.6,22.85,18.3,0,0
2016-08-05 05:30:00,0.2,0,24.1,21.5,22.8,18.3,0,0
2016-08-05 05:45:00,0.1,0,24.1,21.5,22.8,18.2,0,0
2016-08-05 06:00:00,0.1,0,24.1,21.5,22.8,18.1,0,0
2016-08-05 06:15:00,0.1,0,24.1,21.5,22.8,18.1,0,0
2016-08-05 06:30:00,0.1,0,24.0,21.5,22.75,18.0,0,0
2016-08-05 06:45:00,0.1,0,24.0,21.5,22.75,18.0,0,0
2016-08-05 07:00:00,0.2,0,24.0,21.4,22.7,18.1,0,0
2016-08-05 07:15:00,0.1,0,24.0,21.4,22.7,18.2,0,0
2016-08-05 07:30:00,0.2,0,23.9,21.4,22.65,18.3,0,0
2016-08-05 07:45:00,11.4,1,23.9,21.4,22.65,16.4,0,0
2016-08-05 08:00:00,17.4,1,23.6,21.2,22.4,16.6,0,0
2016-08-05 08:15:00,17.6,1,23.6,21.2,22.4,17.2,0,0
2016-08-05 08:30:00,17.1,1,23.8,21.3,22.55,17.5,0,0
2016-08-05 08:45:00,17.6,1,23.9,21.5,22.7,18.3,0,0
2016-08-05 09:00:00,17.2,1,24.0,21.6,22.8,18.8,0,0
2016-08-05 09:15:00,17.6,1,24.1,21.7,22.9,18.9,0,0
2016-08-05 09:30:00,0.0,1,24.3,21.9,23.1,19.6,0,0
2016-08-05 09:45:00,0.0,1,24.6,22.2,23.4,20.2,0,0
2016-08-05 10:00:00,0.1,1,24.8,22.3,23.55,20.8,0,0
2016-08-05 10:15:00,0.0,1,24.9,22.4,23.65,21.4,0,0
2016-08-05 10:30:00,0.0,1,25.0,22.5,23.75,22.0,0,0
2016-08-05 10:45:00,16.9,1,25.0,22.5,23.75,21.9,0,0
2016-08-05 11:00:00,30.0,1,25.1,22.4,23.75,17.4,0,0
2016-08-05 11:15:00,7.1,1,24.8,22.2,23.5,20.9,0,0
2016-08-05 11:30:00,6.7,1,25.1,22.4,23.75,21.1,0,0
2016-08-05 11:45:00,30.0,1,25.0,22.3,23.65,17.3,0,0
2016-08-05 12:00:00,7.0,1,25.0,22.3,23.65,21.2,0,0
2016-08-05 12:15:00,30.2,1,25.2,22.4,23.8,17.9,0,0
2016-08-05 12:30:00,7.2,1,25.0,22.3,23.65,20.5,0,0
2016-08-05 12:45:00,6.9,1,25.1,22.3,23.7,19.4,0,0
2016-08-05 13:00:00,30.4,1,25.1,22.4,23.75,17.9,0,0
2016-08-05 13:15:00,7.5,1,25.0,22.3,23.65,20.8,0,0
2016-08-05 13:30:00,30.5,1,25.1,22.4,23.75,18.5,0,0
2016-08-05 13:45:00,30.6,1,25.1,22.4,23.75,18.0,0,0
2016-08-05 14:00:00,6.5,1,25.0,22.2,23.6,21.0,0,0
2016-08-05 14:15:00,30.7,1,25.2,22.5,23.85,18.9,0,0
2016-08-05 14:30:00,30.5,1,25.2,22.4,23.8,18.1,0,0
2016-08-05 14:45:00,30.5,1,25.0,22.2,23.6,18.1,0,0
2016-08-05 15:00:00,6.5,1,25.0,22.2,23.6,21.7,0,0
2016-08-05 15:15:00,30.5,1,25.2,22.4,23.8,18.4,0,0
2016-08-05 15:30:00,30.5,1,25.0,22.2,23.6,18.2,0,0
2016-08-05 15:45:00,6.6,1,25.1,22.2,23.65,21.9,0,0
2016-08-05 16:00:00,30.4,1,25.2,22.3,23.75,18.1,0,0
2016-08-05 16:15:00,30.5,1,25.1,22.2,23.65,18.0,0,0
2016-08-05 16:30:00,6.5,1,25.0,22.2,23.6,21.1,0,0
2016-08-05 16:45:00,30.6,1,25.1,22.3,23.7,19.2,0,0
2016-08-05 17:00:00,0.0,1,25.3,22.5,23.9,20.3,0,1
2016-08-05 17:15:00,0.0,1,25.4,22.6,24.0,21.1,0,1
2016-08-05 17:30:00,0.0,1,25.5,22.8,24.15,21.9,0,1
2016-08-05 17:45:00,0.1,1,25.6,22.8,24.2,22.7,0,1
2016-08-05 18:00:00,0.0,1,25.6,22.8,24.2,23.5,0,1
2016-08-05 18:15:00,0.0,1,25.7,22.9,24.3,24.0,0,1
2016-08-05 18:30:00,0.0,1,25.7,23.0,24.35,24.3,0,1
2016-08-05 18:45:00,0.0,1,25.8,23.0,24.4,24.5,0,1
2016-08-05 19:00:00,0.1,1,25.7,23.0,24.35,24.6,0,1
2016-08-05 19:15:00,16.7,1,25.8,23.0,24.4,22.6,0,0
2016-08-05 19:30:00,30.2,1,25.6,22.8,24.2,17.9,0,0
2016-08-05 19:45:00,30.2,1,25.2,22.5,23.85,17.7,0,0
2016-08-05 20:00:00,30.1,1,25.1,22.4,23.75,17.4,0,0
2016-08-05 20:15:00,30.0,1,25.0,22.3,23.65,18.7,0,0
2016-08-05 20:30:00,6.4,1,25.0,22.3,23.65,21.1,0,0
2016-08-05 20:45:00,29.9,1,25.1,22.4,23.75,17.2,0,0
2016-08-05 21:00:00,6.6,1,24.9,22.3,23.6,20.6,0,0
2016-08-05 21:15:00,29.7,1,25.1,22.4,23.75,17.7,0,0
2016-08-05 21:30:00,30.1,1,25.0,22.3,23.65,17.0,0,0
2016-08-05 21:45:00,0.0,0,25.1,22.4,23.75,17.5,0,0
2016-08-05 22:00:00,0.0,0,25.2,22.6,23.9,18.0,0,0
2016-08-05 22:15:00,0.0,0,25.2,22.5,23.85,18.5,0,0
2016-08-05 22:30:00,0.0,0,25.1,22.5,23.8,18.8,0,0
2016-08-05 22:45:00,0.0,0,25.0,22.6,23.8,19.0,0,0
2016-08-05 23:00:00,0.0,0,25.0,22.4,23.7,19.1,0,0
2016-08-05 23:15:00,0.2,0,24.9,22.3,23.6,19.1,0,0
2016-08-05 23:30:00,0.2,0,24.8,22.3,23.55,19.1,0,0
2016-08-05 23:45:00,0.1,0,24.7,22.2,23.45,19.1,0,0
2016-08-06 00:00:00,0.2,0,24.7,22.2,23.45,19.1,0,0
2016-08-06 00:15:00,0.1,0,24.7,22.1,23.4,19.1,0,0
2016-08-06 00:30:00,0.1,0,24.6,22.1,23.35,19.1,0,0
2016-08-06 00:45:00,0.2,0,24.5,22.0,23.25,19.0,0,0
2016-08-06 01:00:00,0.2,0,24.5,22.0,23.25,19.0,0,0
2016-08-06 01:15:00,0.1,0,24.5,21.9,23.2,18.9,0,0
2016-08-06 01:30:00,0.2,0,24.4,21.9,23.15,18.9,0,0
2016-08-06 01:45:00,0.2,0,24.4,21.8,23.1,18.8,0,0
2016-08-06 02:00:00,0.1,0,24.4,21.8,23.1,18.8,0,0
2016-08-06 02:15:00,0.1,0,24.4,21.8,23.1,18.7,0,0
2016-08-06 02:30:00,0.1,0,24.3,21.7,23.0,18.7,0,0
2016-08-06 02:45:00,0.1,0,24.3,21.7,23.0,18.6,0,0
2016-08-06 03:00:00,0.1,0,24.3,21.7,23.0,18.6,0,0
2016-08-06 03:15:00,0.1,0,24.2,21.7,22.95,18.5,0,0
2016-08-06 03:30:00,0.2,0,24.2,21.6,22.9,18.5,0,0
2016-08-06 03:45:00,0.1,0,24.2,21.6,22.9,18.4,0,0
2016-08-06 04:00:00,0.2,0,24.2,21.5,22.85,18.4,0,0
2016-08-06 04:15:00,0.1,0,24.2,21.5,22.85,18.3,0,0
2016-08-06 04:30:00,0.1,0,24.2,21.5,22.85,18.3,0,0
2016-08-06 04:45:00,0.1,0,24.1,21.5,22.8,18.2,0,0
2016-08-06 05:00:00,0.2,0,24.1,21.5,22.8,18.2,0,0
2016-08-06 05:15:00,0.2,0,24.1,21.5,22.8,18.2,0,0
2016-08-06 05:30:00,0.1,0,24.1,21.5,22.8,18.1,0,0
2016-08-06 05:45:00,0.2,0,24.1,21.5,22.8,18.0,0,0
2016-08-06 06:00:00,0.2,0,24.1,21.5,22.8,17.9,0,0
2016-08-06 06:15:00,0.1,0,24.1,21.5,22.8,17.9,0,0
2016-08-06 06:30:00,0.1,0,24.0,21.5,22.75,17.9,0,0
2016-08-06 06:45:00,0.2,0,24.0,21.5,22.75,17.8,0,0
2016-08-06 07:00:00,0.2,0,24.0,21.4,22.7,17.9,0,0
2016-08-06 07:15:00,0.1,0,24.0,21.4,22.7,18.0,0,0
2016-08-06 07:30:00,0.1,0,24.0,21.4,22.7,18.2,0,0
2016-08-06 07:45:00,9.9,1,23.9,21.4,22.65,16.8,0,0
2016-08-06 08:00:00,17.5,1,23.6,21.2,22.4,16.8,0,0
2016-08-06 08:15:00,16.8,1,23.5,21.1,22.3,17.7,0,0
2016-08-06 08:30:00,16.8,1,23.8,21.3,22.55,18.1,0,0
2016-08-06 08:45:00,17.4,1,24.0,21.5,22.75,18.8,0,0
2016-08-06 09:00:00,0.2,1,24.2,21.7,22.95,19.3,0,0
2016-08-06 09:15:00,0.0,1,24.5,22.0,23.25,19.8,0,0
2016-08-06 09:30:00,0.0,1,24.7,22.1,23.4,20.3,0,0
2016-08-06 09:45:00,0.0,1,24.8,22.2,23.5,20.9,0,0
2016-08-06 10:00:00,0.0,1,24.9,22.2,23.55,21.4,0,0
2016-08-06 10:15:00,0.1,1,24.9,22.3,23.6,22.1,0,0
2016-08-06 10:30:00,0.1,1,25.0,22.3,23.65,22.5,0,0
2016-08-06 10:45:00,18.7,1,25.0,22.4,23.7,22.7,0,0
2016-08-06 11:00:00,30.2,1,25.2,22.7,23.95,18.0,0,0
2016-08-06 11:15:00,30.3,1,24.9,22.5,23.7,17.5,0,0
2016-08-06 11:30:00,6.9,1,24.9,22.4,23.65,21.3,0,0
2016-08-06 11:45:00,30.2,1,25.1,22.5,23.8,17.8,0,0
2016-08-06 12:00:00,30.6,1,24.9,22.5,23.7,17.7,0,0
2016-08-06 12:15:00,6.7,1,24.8,22.4,23.6,21.3,0,0
2016-08-06 12:30:00,30.4,1,25.1,22.5,23.8,18.1,0,0
2016-08-06 12:45:00,30.6,1,25.0,22.5,23.75,17.9,0,0
2016-08-06 13:00:00,6.8,1,24.9,22.3,23.6,21.1,0,0
2016-08-06 13:15:00,30.9,1,25.1,22.6,23.85,18.5,0,0
2016-08-06 13:30:00,30.6,1,25.0,22.5,23.75,18.1,0,0
2016-08-06 13:45:00,30.8,1,24.9,22.4,23.65,18.1,0,0
2016-08-06 14:00:00,30.9,1,24.9,22.4,23.65,18.1,0,0
2016-08-06 14:15:00,7.1,1,24.9,22.4,23.65,21.7,0,0
2016-08-06 14:30:00,30.7,1,25.2,22.5,23.85,18.4,0,0
2016-08-06 14:45:00,30.7,1,25.1,22.3,23.7,18.2,0,0
2016-08-06 15:00:00,31.1,1,25.0,22.3,23.65,18.3,0,0
2016-08-06 15:15:00,6.5,1,25.0,22.4,23.7,21.8,0,0
2016-08-06 15:30:00,30.9,1,25.1,22.4,23.75,18.4,0,0
2016-08-06 15:45:00,30.8,1,25.0,22.3,23.65,18.4,0,0
2016-08-06 16:00:00,31.0,1,25.0,22.3,23.65,18.3,0,0
2016-08-06 16:15:00,30.9,1,24.9,22.3,23.6,20.5,0,0
2016-08-06 16:30:00,30.7,1,25.1,22.5,23.8,18.8,0,0
2016-08-06 16:45:00,30.8,1,25.1,22.4,23.75,18.2,0,0
2016-08-06 17:00:00,0.0,1,25.2,22.6,23.9,19.9,0,1
2016-08-06 17:15:00,0.0,1,25.3,22.8,24.05,21.4,0,1
2016-08-06 17:30:00,0.0,1,25.4,22.9,24.15,22.5,0,1
2016-08-06 17:45:00,0.1,1,25.5,23.1,24.3,23.1,0,1
2016-08-06 18:00:00,0.0,1,25.6,23.2,24.4,23.8,0,1
2016-08-06 18:15:00,0.0,1,25.7,23.3,24.5,24.4,0,1
2016-08-06 18:30:00,0.0,1,25.7,23.3,24.5,24.8,0,1
2016-08-06 18:45:00,0.0,1,25.7,23.2,24.45,25.0,0,1
2016-08-06 19:00:00,0.0,1,25.7,23.3,24.5,25.0,0,1
2016-08-06 19:15:00,21.4,1,25.8,23.3,24.55,20.2,0,0
2016-08-06 19:30:00,30.0,1,25.5,23.0,24.25,17.4,0,0
2016-08-06 19:45:00,30.4,1,25.1,22.6,23.85,17.7,0,0
2016-08-06 20:00:00,30.4,1,24.9,22.4,23.65,17.5,0,0
2016-08-06 20:15:00,7.0,1,24.9,22.4,23.65,20.9,0,0
2016-08-06 20:30:00,30.5,1,25.1,22.6,23.85,17.4,0,0
2016-08-06 20:45:00,30.1,1,24.9,22.5,23.7,17.2,0,0
2016-08-06 21:00:00,6.4,1,24.8,22.4,23.6,20.7,0,0
2016-08-06 21:15:00,30.1,1,25.0,22.6,23.8,17.3,0,0
2016-08-06 21:30:00,29.8,1,24.8,22.4,23.6,18.9,0,0
2016-08-06 21:45:00,0.1,0,24.9,22.6,23.75,19.3,0,0
2016-08-06 22:00:00,0.0,0,25.1,22.7,23.9,19.5,0,0
2016-08-06 22:15:00,0.0,0,25.1,22.5,23.8,19.6,0,0
2016-08-06 22:30:00,0.1,0,25.0,22.5,23.75,19.7,0,0
2016-08-06 22:45:00,0.0,0,24.9,22.5,23.7,19.7,0,0
2016-08-06 23:00:00,0.1,0,24.8,22.5,23.65,19.7,0,0
2016-08-06 23:15:00,0.0,0,24.8,22.4,23.6,19.7,0,0
2016-08-06 23:30:00,0.2,0,24.7,22.3,23.5,19.7,0,0
2016-08-06 23:45:00,0.1,0,24.7,22.2,23.45,19.6,0,0
2016-08-07 00:00:00,0.1,0,24.7,22.2,23.45,19.6,0,0
2016-08-07 00:15:00,0.2,0,24.6,22.1,23.35,19.6,0,0
2016-08-07 00:30:00,0.1,0,24.6,22.1,23.35,19.5,0,0
2016-08-07 00:45:00,0.1,0,24.5,22.1,23.3,19.5,0,0
2016-08-07 01:00:00,0.2,0,24.5,22.0,23.25,19.4,0,0
2016-08-07 01:15:00,0.2,0,24.5,22.0,23.25,19.4,0,0
2016-08-07 01:30:00,0.1,0,24.4,22.0,23.2,19.4,0,0
2016-08-07 01:45:00,0.2,0,24.4,21.9,23.15,19.4,0,0
2016-08-07 02:00:00,0.1,0,24.4,22.0,23.2,19.3,0,0
2016-08-07 02:15:00,0.2,0,24.3,21.9,23.1,19.3,0,0
2016-08-07 02:30:00,0.2,0,24.3,21.9,23.1,19.2,0,0
2016-08-07 02:45:00,0.2,0,24.3,21.9,23.1,19.2,0,0
2016-08-07 03:00:00,0.1,0,24.3,21.8,23.05,19.2,0,0
2016-08-07 03:15:00,0.2,0,24.3,21.8,23.05,19.2,0,0
2016-08-07 03:30:00,0.2,0,24.2,21.8,23.0,19.2,0,0
2016-08-07 03:45:00,0.1,0,24.2,21.8,23.0,19.2,0,0
2016-08-07 04:00:00,0.1,0,24.2,21.8,23.0,19.2,0,0
2016-08-07 04:15:00,0.1,0,24.2,21.8,23.0,19.2,0,0
2016-08-07 04:30:00,0.1,0,24.2,21.8,23.0,19.3,0,0
2016-08-07 04:45:00,0.2,0,24.2,21.8,23.0,19.3,0,0
2016-08-07 05:00:00,0.2,0,24.2,21.8,23.0,19.3,0,0
2016-08-07 05:15:00,0.1,0,24.2,21.7,22.95,19.4,0,0
2016-08-07 05:30:00,0.2,0,24.2,21.7,22.95,19.4,0,0
2016-08-07 05:45:00,0.2,0,24.2,21.7,22.95,19.4,0,0
2016-08-07 06:00:00,0.2,0,24.2,21.7,22.95,19.4,0,0
2016-08-07 06:15:00,0.1,0,24.2,21.7,22.95,19.4,0,0
2016-08-07 06:30:00,0.2,0,24.2,21.7,22.95,19.4,0,0
2016-08-07 06:45:00,0.2,0,24.2,21.8,23.0,19.4,0,0
2016-08-07 07:00:00,0.1,0,24.2,21.8,23.0,19.5,0,0
2016-08-07 07:15:00,0.2,0,24.2,21.8,23.0,19.5,0,0
2016-08-07 07:30:00,0.0,0,24.2,21.8,23.0,19.5,0,0
2016-08-07 07:45:00,0.0,0,24.2,21.8,23.0,19.6,0,0
2016-08-07 08:00:00,0.0,0,24.2,21.8,23.0,19.6,0,0
2016-08-07 08:15:00,0.0,0,24.1,21.8,22.95,19.7,0,0
2016-08-07 08:30:00,0.0,0,24.1,21.7,22.9,19.8,0,0
